cov1,cov2,cov3,cov4,cov5,cov6,cov7,sal_pur_rat,igst_itc_tot_itc_rat,lib_igst_itc_rat
0.87559205,1.0460801,-0.3337934,-0.40189216,-0.011972958,-0.37914824,0.7930085,-0.06947371,-0.5118309,-0.05366878
0.81606525,0.81736207,0.4022843,0.35221595,0.0010728404,0.055846024,0.782716,-0.06746961,1.6325622,-0.049854487
0.98841447,1.0103058,0.3577,0.42427504,0.0063921376,0.80691963,0.8395121,-0.010204423,-0.38892686,-0.047486193
1.0023876,0.965915,0.6424545,0.5403966,-0.010177409,1.1457697,-0.22869888,0.011172442,-0.87776273,-0.035953633
1.006345,1.00776,0.12366405,0.17087111,0.0072584725,1.0703182,0.06497032,-0.022006646,-0.37280685,-0.0475467
0.924653,0.425936,-0.64100444,-0.20767523,0.3176845,0.5307601,0.9467334,0.22416207,-0.9524686,0.045847584
0.570994,0.98756164,-0.16456568,-0.41193202,0.0064522023,-0.7742424,1.2264682,-0.050691597,2.5522318,-0.058680635
0.99993837,0.69245017,0.42100972,0.14779583,-0.009936905,0.7147841,0.8210409,0.014770947,1.5692661,-0.05116757
0.990894,0.24756326,0.26614594,0.33057752,-0.023615772,0.7131935,-0.24607041,0.18094732,-1.6545492,0.016134482
0.9702545,0.9670524,0.69685864,0.65438324,0.000644175,1.0076671,0.37770623,0.013147795,-0.5363707,-0.04062746
1.0158482,0.8658721,0.395531,0.21770592,-0.012904996,0.71562374,0.81217974,0.056753937,1.3048755,-0.04294974
0.969443,0.9771062,0.25806186,0.23112914,-0.015915567,0.7746018,0.26558426,-0.045362707,-0.95644575,-0.041673753
0.98070586,0.14935465,0.16301782,-0.40117374,0.35120773,0.9082182,0.9433886,0.3906779,0.9154432,0.043598384
0.990496,1.0161829,0.2787672,0.26153788,0.0074588875,0.47927028,0.92899066,-0.0030610957,1.6447481,-0.047829106
0.6781658,0.033805735,0.13519016,0.09504841,-0.0019716606,0.31375086,0.7017814,0.19935022,0.7721659,-0.02449061
0.6697267,0.67622626,0.30984083,0.36055577,-0.0007449485,-0.004695068,0.6247026,-0.024070997,0.40450656,-0.040540855
0.6346134,-0.3740788,0.04948581,0.3907575,-0.06285534,0.15069418,0.09551496,0.35518628,-1.7626982,0.04417006
1.0073752,0.86762035,-0.29318184,-0.21259867,-0.021964734,0.85357565,0.0113309985,-0.037327893,-0.96619356,-0.027522836
1.0038195,1.0252993,0.19280794,0.19304697,-0.015866848,1.0037562,-0.25741252,-0.010284501,-0.69588345,-0.04241047
0.9845506,0.994733,0.41002643,0.40323734,-0.011039747,1.0125365,0.077669986,-0.031049646,-0.7717022,-0.047180038
0.9372272,1.0264369,-0.0060859243,-0.015523553,0.0039403713,0.1026695,1.0192415,-0.030694991,0.4372675,-0.05058318
0.90720904,1.0370649,0.12148152,0.04613886,0.008134846,-0.08101726,0.994232,-0.04414372,1.8412442,-0.056218494
0.907351,1.0084494,0.30500814,0.2658807,0.004800265,0.28559297,0.8672298,-0.04419935,1.6569508,-0.06379061
0.96402484,0.46197587,-0.67762876,-0.31269595,0.3994167,0.6005133,0.8533141,0.20783505,-1.1480565,0.045365337
0.9782873,0.98436517,-0.124828674,0.008997962,-0.02171017,0.76465756,0.87619305,-0.008367552,-0.17443648,-0.043774206
0.9977836,0.97332054,-0.215505,-0.21679918,-0.0014149047,0.9295195,0.223595,-0.0698997,-0.59995264,-0.0536878
0.12093712,0.28156686,-1.6508703,-0.63862115,-0.116664514,0.36230057,1.3120729,0.22413439,-1.3857659,0.035087645
0.99657345,0.957697,0.26697,0.3674602,-0.009542236,0.27810234,0.98269,-0.029199373,2.6412742,-0.04443152
0.9641302,0.59592825,0.2127919,0.00592269,0.002084074,0.23491983,0.40470004,0.06492631,-0.73650753,-0.024656013
0.9769702,0.98225564,0.71592283,0.7429559,0.008244034,1.0033022,0.7616587,-0.00821208,0.71982694,-0.048122987
0.7237031,1.021238,-0.0041510384,-0.1713425,-0.0016954563,-0.5979475,1.0957334,-0.06136889,2.4226909,-0.05623607
0.93292356,0.97886276,0.26933983,0.2993019,0.0058920826,0.34205306,0.81305635,-0.039238974,-0.038884785,-0.048272785
1.0020386,0.96993303,0.37453806,0.34743097,-0.009753192,1.0624338,0.3750709,-0.005868491,-0.9159074,-0.054199863
0.9663941,1.0605145,0.12615786,0.184226,-0.003962195,0.07334762,0.28231472,-0.031362813,-0.64097345,-0.043060873
1.0030515,0.8519598,0.49100673,0.4600573,0.011151765,0.73903424,0.7871212,0.002663529,-0.50110245,-0.037701447
0.9939379,0.9663847,0.029666893,0.08685313,-0.02069837,0.9116615,0.8711038,-0.016159562,0.6450609,-0.049049914
0.90913534,0.7816175,0.23836935,0.1832751,0.006783876,0.029945543,0.8043409,-0.062395584,1.5281097,-0.04984345
0.9394708,0.24381115,-0.13813856,0.3699779,-0.028135909,0.151549,-0.32724717,0.17288965,-1.8194804,0.009302855
0.9212714,1.0133646,-0.31805414,-0.35349753,-0.002615484,-0.015666494,0.7612816,-0.10736603,-0.5670533,-0.06341047
0.9554922,0.98649955,-0.015061878,-0.006469965,-0.007513149,0.43963486,0.6998899,-0.0650634,-0.86822337,-0.04912409
0.90325534,1.0344244,0.058277123,0.027097099,-0.0013643935,0.015157034,0.9303779,-0.039666105,0.7540345,-0.04997487
0.99393064,0.65629363,0.4325877,0.380159,-0.005345779,0.8177809,0.36942494,0.030231796,-1.3076029,-0.022877684
0.9992437,0.8150227,0.34023008,0.26366147,-0.010045925,0.46761623,0.8807354,-0.039625168,1.968244,-0.04675689
0.98071027,0.5820925,0.15874857,-0.2183653,0.3487698,0.83430344,0.68536407,0.032528408,0.28009117,-0.036664806
0.96445704,1.0238212,-0.55474764,-0.530511,0.007502116,0.20612802,0.1821324,-0.100428246,-0.3941024,-0.04800454
0.9726836,0.9951122,0.21416974,0.21336606,-0.0009771049,0.6671131,0.9882712,-0.0069189467,1.7522682,-0.04701087
0.996797,0.8711135,-0.12141166,-0.13792966,0.019619696,0.9701176,0.19369817,0.0067433086,-0.6548259,-0.034134056
0.95583266,1.0270292,0.14922503,0.14423703,0.005965696,0.31051135,0.9973608,-0.013467015,1.8589582,-0.053125408
0.45232135,0.618075,-1.0643559,-0.31196526,-0.05333145,0.4662617,1.122315,0.06773052,-0.84620756,-0.020848466
0.9491317,1.0043111,0.093751855,0.05207753,0.0033848225,0.31181785,0.9676352,-0.01877861,1.7107989,-0.05434396
0.43431902,-0.09138536,0.30553487,0.5144306,-0.05455531,0.025609186,0.4619806,0.22740422,-0.7960175,-0.00014853239
0.9757268,0.9879154,0.63606846,0.69002086,0.0024413965,0.9512324,0.88861436,-0.015985798,1.93985,-0.04965519
0.948484,0.38128957,0.4363802,0.37987503,0.00074770453,0.5750113,0.25062227,0.079496704,-1.2835923,-0.018165344
0.98858005,0.98615235,0.40489948,0.4454961,0.0024437397,0.91949904,0.914476,-0.010679324,2.069821,-0.05043412
0.9976942,1.0157965,0.6910649,0.7084326,0.0033097616,1.0622101,0.22638512,-0.017260717,-0.52064383,-0.049701355
1.0051674,0.8958094,0.43264514,0.45426583,-0.00899403,0.77017033,0.95783323,-0.0230335,2.2127113,-0.048317432
0.99144185,0.99946207,0.4713252,0.5267843,-0.0008725993,0.9543363,0.88729846,-0.004515443,1.7360822,-0.04787121
0.9835463,1.0357215,0.20636837,0.23486881,0.008258516,0.47981277,0.8006136,-0.0069345445,1.2454749,-0.044243746
0.9404094,0.98723096,0.09066479,0.039694354,-0.007191731,0.5312216,0.79322237,-0.03724638,-0.005880586,-0.053422287
0.9526168,0.9834987,0.2638121,0.37655142,0.0068107895,0.23791824,0.73578566,-0.07100289,-1.1659765,-0.040445477
1.0121619,0.96235627,-0.052363344,0.0961849,0.081487514,0.8205354,0.84738547,-0.0033779354,-0.43844515,-0.037031084
0.99584204,1.0299788,0.40030795,0.44034865,0.00065116736,0.6506355,0.559065,0.0005415076,-0.519209,-0.044831052
0.99271584,0.4140859,-0.58993006,-0.5856076,0.65331817,0.8123773,0.14974236,0.0527993,-3.1022835,0.038596835
0.9790841,0.95058244,0.027413182,0.05508297,-0.024935706,0.5557522,0.88567996,-0.013917147,1.387121,-0.046302855
0.97936344,0.9802372,0.36361384,0.43540847,0.002791149,0.68450636,0.99802554,-0.02930796,2.2213318,-0.048399027
0.9707677,0.99667704,-0.23217234,-0.11768557,-0.014462749,0.15055703,-0.14168587,-0.075819395,-0.9362878,-0.046128172
1.0032401,0.9952941,0.48337728,0.57561415,0.0036523505,1.0116646,0.87023085,-0.0036294523,0.7454333,-0.046334684
0.9935212,0.99505395,0.39429894,0.3762016,-0.008370133,0.8759621,-0.002228045,-0.026500719,-0.92657775,-0.048053782
0.94780326,0.9841325,0.31793696,0.27228218,-0.0037670978,0.7110531,0.5898501,-0.025386032,0.13901389,-0.053114157
1.0240248,1.0502185,-0.08934472,8.3923165e-05,-0.0066072107,0.83519274,-0.5815471,-0.050137773,-0.78892386,-0.018627072
1.0190291,0.555822,0.47322026,0.12193453,0.020853791,0.97618264,0.6753095,0.10730723,0.5618516,-0.020763505
1.0027721,0.2939524,0.022979535,-0.0736372,-0.0007259272,0.60206395,0.09373612,0.12237404,-1.3611456,-0.0033251217
0.979673,0.98283744,0.45713547,0.48969886,0.006214963,0.9096813,0.9588612,-0.0068912026,2.0681374,-0.04875789
0.91408205,0.99577755,0.1459807,0.20734148,-0.023617836,0.31632626,-0.482977,-0.08858298,-1.0618013,-0.020706994
0.9301028,1.0319476,0.0049904813,-0.032661885,-0.00086839346,0.08498209,0.9433872,-0.025495172,1.4033073,-0.049763728
1.0043204,0.8392156,0.21095487,0.022743963,0.070766725,0.9091715,0.5134881,0.003106356,-0.31850278,-0.047817208
0.96220756,0.83786315,-0.5000518,-0.13118286,-0.029089218,0.6546782,1.0170058,0.10545508,0.14615282,-0.00535375
0.9945569,0.96533597,0.267228,0.23427857,-0.014064683,0.9190413,-0.3689011,-0.040658824,-0.9354642,-0.027338449
0.9541334,1.0356085,0.09511839,0.059177294,0.0102034025,0.097554974,0.98083276,-0.022263223,1.6547308,-0.050199144
1.0018659,0.953714,0.43611604,0.36225367,0.0030539422,0.60810214,0.888506,0.029696587,0.011138067,-0.03831028
0.98281467,1.005594,0.49227583,0.5300202,0.006111791,0.9333574,0.5662444,-0.008714046,-0.65278417,-0.046840373
1.0000154,1.0278275,0.10755529,0.19565514,0.00013850034,0.9094309,0.23981279,-0.040357683,-0.09783236,-0.046649445
0.94917744,1.0290728,0.17340781,0.18522811,0.010674972,-0.030973801,0.93872625,-0.0485802,0.16434224,-0.05069821
0.9631686,0.9911202,0.4466118,0.46480837,-0.0064366446,0.48528546,0.86328316,-0.04751227,1.3105484,-0.048037104
1.0027189,1.0354782,0.32933956,0.37722525,-0.014828747,1.0524982,-0.026343072,-0.0042267423,-0.40786478,-0.04168094
0.97820634,0.9930453,0.3682571,0.40530515,0.0065793316,0.75300556,0.9794769,-0.009342407,1.2935183,-0.044911854
0.99929297,1.0201138,0.4816239,0.4529956,0.0014882066,1.2120327,-0.29980704,-0.0059348755,-0.26505867,-0.03443526
0.9955072,1.0115005,-0.3677162,-0.3813785,0.0072392276,0.83110064,-0.25884452,-0.057398234,-0.46920255,-0.043787345
0.9853974,0.954245,0.67947304,0.58129454,-0.01719706,1.1775869,-0.4005359,0.024891907,-0.75322294,-0.01984628
1.0376043,0.18844463,0.5144754,-0.14691542,0.029308865,1.0710529,0.3533368,0.1869144,-0.5668951,-0.020824397
0.9815073,0.9911502,0.6472129,0.68233913,0.0027888804,0.9735669,0.88470054,0.008587576,2.1308541,-0.051949862
0.9895711,0.9668447,-0.2854229,-0.31007308,0.004082938,0.94376856,0.07768909,-0.08064055,-0.32770708,-0.04968928
0.9421696,1.0248538,0.008946173,-0.0012403133,0.003888709,0.1508915,0.89527035,-0.039929576,0.10078371,-0.05017093
0.8881302,0.8196411,-0.56048745,-0.16245021,-0.02146008,0.57444054,0.78034484,0.05975515,-0.88315666,-0.024564067
0.97548157,0.9877251,0.24243546,0.24897298,-0.012641953,0.93243843,0.39879978,-0.010425157,0.76022816,-0.04896877
0.97493386,0.86409485,0.5790355,0.53688014,0.0057935617,0.68435997,0.7949773,-0.026448362,1.0741745,-0.044934835
1.010779,0.89447594,0.035107546,0.010668308,0.36096504,0.8454895,0.8152674,0.018969798,0.26402476,-0.020510497
0.9982572,1.0133783,0.096100576,0.14545049,0.0005491838,0.5532621,0.9313247,-0.010963182,-0.3274018,-0.04583099
1.0101333,0.8237717,0.44433087,0.23737341,0.123146884,1.0515039,0.47312257,0.010974099,-0.28313506,-0.040797953
0.99826753,1.0329379,0.47726232,0.47981748,-0.007843697,1.174327,-0.28052625,-0.00025403703,-0.3153832,-0.035496626
0.994122,0.6807599,0.4356471,0.2691698,0.094157845,0.8925437,0.8228621,0.049538177,1.6032423,-0.035816807
0.9857956,0.974498,0.32497013,0.30971912,-0.01559942,0.94290227,0.3315282,-0.05358913,-0.8672389,-0.053959798
0.98311955,1.0227882,0.08631211,0.12189882,0.006929438,0.21220733,0.8596867,-0.034789216,-0.2730649,-0.050662417
0.9495096,0.6199046,0.59428144,0.54800695,-0.0036064931,0.74053,0.26061168,0.03891449,-1.2036947,-0.021620484
0.53344434,0.7990172,-0.004553802,-0.04134576,-0.00874283,-0.8049965,0.87559247,-0.09986648,1.4629341,-0.04779979
0.9461148,1.0070974,0.030811392,0.010209098,-0.002591724,0.40583655,0.76042855,-0.03312359,-0.54545057,-0.060141284
0.9994169,0.71666753,0.2911633,0.06373244,-4.3384625e-06,0.38317323,0.70639026,0.044523437,-0.40463272,-0.036547564
0.99546576,0.9989071,-0.055960126,0.089107916,-0.011477584,0.91920143,0.7632685,-0.006188693,-0.62231255,-0.04658109
0.9453191,0.41945472,0.2464984,0.5914351,-0.0044430294,0.25929123,-0.035341643,0.060846776,-1.4430656,-0.010353242
1.0165021,0.5491027,0.31852734,-0.10029884,-0.008543385,0.6691572,0.80666906,0.055291962,1.3380423,-0.05480415
1.0007664,1.0177317,-0.17217135,-0.15063877,0.000977704,0.61613154,0.021950817,-0.06331728,-0.4642325,-0.056109734
0.93998593,1.0240155,-0.08626435,0.0008353291,-0.0067429305,-0.1505604,0.4158763,-0.019127812,-1.0412402,-0.034690015
0.97563064,1.0280231,0.10891534,0.10967509,0.010217354,0.044684578,1.0080967,-0.039574455,1.0666633,-0.048712503
0.95619196,0.45141676,0.14155003,0.35277566,-0.006645976,0.33690274,-0.13479832,0.0707744,-1.498537,-0.0007038383
1.013937,0.9886488,-0.143684,-0.19315018,-0.01065425,1.1593356,-0.5280097,-0.050422505,-0.7936908,-0.031825077
0.92672485,1.0102156,-0.0155989155,-0.06722282,-0.00085772795,0.13611703,0.96542466,-0.036948968,1.1523381,-0.0515174
0.99853736,0.9424349,-0.28153694,-0.20441909,0.042150475,0.76355815,0.8390012,-0.01877744,-0.37069008,-0.043120053
0.9943989,1.0204976,0.509086,0.62281436,0.004778517,0.91646725,0.692886,-0.007674735,0.39934328,-0.046859253
0.9977603,1.010498,0.624318,0.7005648,0.0047125346,1.038144,0.84386355,0.007374605,1.2376003,-0.044258736
1.0153642,0.9760436,0.28232569,0.2723744,-0.006807933,1.0226573,0.2035586,-0.016542576,-0.78084964,-0.051112015
0.9422581,0.96740544,0.185007,0.08814877,-0.00998727,0.6932137,0.51872253,-0.0127561595,0.6243968,-0.052687235
0.9863085,1.0172722,0.27719843,0.31202224,0.0023587584,0.6067993,0.7725071,-0.023936648,1.1899803,-0.048651353
0.9436167,1.0350025,0.20647761,0.31537616,-0.0018306806,0.25546828,0.7678466,-0.08123342,-1.1715926,-0.04253126
0.93599397,0.9514723,0.35002464,0.2709828,-0.006022951,0.75026,0.91229826,0.048273508,2.5869765,-0.046254646
0.96645916,1.007336,0.35862458,0.44449443,0.007779689,0.5123025,1.0343949,-0.0039651687,2.648289,-0.056722715
0.99875724,0.9629,0.16634369,0.13979663,-0.015489085,0.9075876,0.44484293,-0.04070234,-0.8693269,-0.055675317
0.97880906,1.0206609,0.6506446,0.7525407,0.0068032737,0.915994,0.83016956,-0.0039507095,0.0066217845,-0.04391025
0.85594386,1.0228628,-0.16489229,-0.28812152,-0.0036903159,-0.3861031,0.9775086,-0.10191635,1.9461769,-0.070000686
0.9721035,0.99744314,0.14961572,0.14176601,-0.009289542,0.8039838,0.4535324,-0.028081434,-0.2751548,-0.05002517
1.0131737,0.7762313,0.4237628,0.25576103,-0.0062064105,0.78466535,0.8793807,-0.002658315,1.726375,-0.04988755
0.9450212,0.9895431,0.41673064,0.41251627,-0.0006564356,0.6634594,0.3988469,-0.034817614,-0.760752,-0.037667893
0.94519836,1.0420985,0.22572105,0.24699546,0.00721766,0.08379995,0.7826736,-0.055652574,-0.109412014,-0.04387892
1.0042107,1.0094812,0.541023,0.6509283,0.0015048921,1.0203866,0.5673928,-0.0043363953,0.44265115,-0.043707386
0.68989474,0.8168191,-0.04470054,-0.14860956,0.0029728203,-0.29605877,1.0693188,-0.03157865,2.620501,-0.057764508
0.9773194,0.9760646,0.42572796,0.41956258,0.0051663457,0.8609419,0.9653074,0.0049012136,2.2327464,-0.049475655
0.9023858,1.0391917,-0.24616945,-0.28008538,-0.003128911,-0.50347173,0.9799391,-0.09584105,0.79664165,-0.051354397
0.8419877,0.87709606,-0.5052736,-0.23787428,-0.04186642,0.8805171,0.46676764,0.012001329,-0.73951787,-0.021295419
0.9856451,0.9859382,0.45181623,0.40243527,-0.0048436546,0.9893133,0.12806821,-0.023775393,-0.78878653,-0.047974907
0.8805723,1.0132821,0.11031734,0.021657228,-0.0037236572,0.1411526,0.9970006,-0.016908944,2.3265674,-0.06578955
0.9232451,0.67511785,0.7751564,0.7387035,-0.0074076825,0.89046806,0.119521715,0.045773666,-1.1148993,-0.019447831
0.9366123,0.22867705,0.14255872,0.5364357,-0.01298728,0.38762647,0.07631583,0.09599738,-1.3578771,-0.0113145625
0.9782544,0.6083108,0.48502427,0.58651423,0.0017851383,0.68220973,-0.0796304,0.036608603,-1.2079718,-0.020409066
0.92940384,0.3927015,0.31368765,0.113682486,0.07896383,0.72571486,0.78186226,0.108597,1.6845964,-0.038861036
1.0118008,1.0060959,0.44066927,0.41782713,-0.008713966,1.0909837,-0.069541536,-0.0025329005,-0.6421376,-0.046287004
0.95465755,0.9991331,-0.405863,-0.46718046,-0.0041261637,0.17866208,0.7271348,-0.04526781,0.4589292,-0.054143354
0.9187859,1.0067902,-0.7099293,-0.4889982,-0.048006028,0.11819523,0.6670012,-0.07538431,-0.7146776,-0.04512762
1.0167825,0.9141116,0.34289145,0.3091913,0.0015332602,0.6873475,-0.22041997,0.04628502,-1.1061083,-0.03536648
0.99921185,0.98445934,-0.32101214,-0.25775647,-0.012699464,0.9656885,0.059956886,-0.05146148,-0.5338325,-0.029786492
0.99432147,1.0138667,0.4648917,0.47623187,-0.005134242,0.9510942,0.044517495,-0.013120274,-0.80210465,-0.04512692
0.9763628,1.0232389,-0.46706867,-0.42546788,-0.0056991787,0.1765952,0.48179328,-0.050285753,-0.5892467,-0.05516874
0.99646336,1.0253658,0.13783175,0.18234532,0.001257205,0.6638675,0.5920213,-0.021484917,0.16244143,-0.049911685
0.89608264,0.461566,-0.9183944,-0.3837265,0.21910642,0.5700971,0.82305986,0.1895646,-1.49362,0.052013576
0.99302447,1.0152853,0.15945089,0.1809772,-0.0074474574,0.5720326,-0.1657097,-0.025405547,-0.9935039,-0.043556105
1.0312024,0.5817202,0.72152483,0.29069746,0.0047437525,1.123831,0.14876631,0.105668575,-1.0439775,-0.0303731
1.0178217,0.27833712,0.16557084,-0.39098474,-0.0074346014,0.606758,0.43184146,0.18023953,-0.96174264,-0.015945505
0.99838156,0.9916584,0.3642426,0.42185837,0.007579464,0.90676224,0.9526022,0.0030415778,0.57060456,-0.043790553
0.95771515,0.7951132,0.28204146,0.5561938,-0.0015358984,0.3308927,-0.037059806,-0.008797307,-1.2047927,-0.032477424
0.9793992,0.9786016,0.042589314,0.055805027,-0.014645917,0.82149214,0.7709968,-0.021093016,0.91127,-0.05245638
1.0023566,1.0002892,0.4310821,0.43413347,-0.009118201,1.1448085,0.0083306795,-0.011284955,-0.684467,-0.04836404
0.9787378,-0.1003074,0.30723995,0.19717751,-0.018748501,0.7485646,-0.010942423,0.23730643,-1.4665198,0.0017812866
0.984651,1.0168712,0.36515763,0.41937745,0.0068690046,0.5944065,1.0237308,-0.0005618048,2.6078074,-0.04961098
0.6534834,0.6940725,-0.35012275,-0.24699934,0.0037819608,-0.70376146,0.95168805,-0.0012655621,0.70778733,-0.052538175
0.97532445,0.8454734,-0.06383426,-0.102002814,0.25005543,0.6629017,0.72037035,-0.0024734202,0.10157694,-0.027073784
0.95450604,1.0165619,-0.28611994,-0.30062136,-0.0026400038,0.15439798,0.83872,-0.03950565,-0.2317696,-0.052383475
0.9979405,1.0018253,-0.37380636,-0.35339192,0.017461888,0.736602,0.04591567,-0.07976431,-0.32619083,-0.052363303
0.9803671,0.9514988,0.07290191,0.030066058,8.743406e-05,0.9329444,0.1450437,-0.059130285,-0.6049189,-0.05323487
0.9456646,1.0471219,-0.39737135,-0.3792846,-0.013419567,-0.08025444,0.5109956,-0.072453424,-0.50550723,-0.04865369
0.98915344,0.9774002,0.24704826,0.20520124,0.0013105214,1.0554091,-0.19099268,-0.057300553,-0.5543221,-0.042083465
0.9843121,1.0163376,0.22141267,0.2726865,0.0058244965,0.16255929,1.0107249,-0.052536298,2.3185384,-0.05131542
0.9785701,0.98260117,0.33210132,0.4772254,-0.008542607,0.38641122,1.0503603,-0.02619938,2.9278224,-0.0448134
1.0345887,0.8445306,0.44255045,0.27290168,0.010283669,0.83862585,0.87284136,0.060644556,0.7931904,-0.046148863
1.0185664,0.9508979,0.6301985,0.6375859,-0.0025338815,1.0533168,0.8691056,0.0099708,1.7733651,-0.0455818
0.9899878,0.72936845,0.23825662,0.15408152,0.0055626943,0.44726852,0.5613683,0.012575541,-1.0506392,-0.038384017
0.99756026,0.8578648,-0.42341417,-0.4128057,0.11524595,0.7180624,0.30113262,-0.04413237,-1.1846149,-0.02896228
0.9901104,0.89396703,0.17038655,0.1089058,0.353586,0.8223533,0.9289479,0.0464649,1.4654953,-0.031305615
0.96473986,0.9974896,0.38996553,0.4085044,0.0016778238,0.6404666,1.0097525,-0.016863026,2.2107527,-0.05610023
1.0018101,0.943516,0.5101564,0.49326453,0.0005011909,0.93030035,0.94133765,0.022575762,1.467126,-0.042770624
0.9949049,0.9223327,0.43235117,0.4293731,0.008100217,0.6376645,0.6458925,0.028112369,-0.97038984,-0.034821548
